Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,CTR
160973,DataTech Solutions,Search,All Ages,15 days,Instagram,0.1,8096.0,5.0,Miami,English,977,4981,3,Foodies,2021-01-08,0.19614535233888777
39540,NexGen Systems,Search,Men 25-34,30 days,Instagram,0.02,6580.0,5.13,Chicago,German,742,1659,3,Tech Enthusiasts,2021-04-30,0.4472573839662447
66947,TechCorp,Influencer,Men 25-34,30 days,Email,0.09,15874.0,4.56,Chicago,French,375,1833,6,Fashionistas,2021-06-01,0.20458265139116202
118897,NexGen Systems,Search,Men 18-24,15 days,YouTube,0.02,14347.0,5.05,Chicago,English,553,2696,6,Foodies,2021-09-29,0.2051186943620178
171466,Innovate Industries,Search,Women 35-44,15 days,Email,0.12,5862.0,6.47,Houston,French,876,6177,10,Tech Enthusiasts,2021-10-08,0.14181641573579407
21680,NexGen Systems,Display,Men 18-24,30 days,Facebook,0.14,9317.0,6.33,Chicago,French,199,4376,1,Outdoor Adventurers,2021-05-25,0.045475319926873856
192523,Innovate Industries,Search,Women 25-34,45 days,Facebook,0.07,8351.0,2.72,Houston,Mandarin,508,8516,5,Health & Wellness,2021-06-17,0.05965241897604509
87675,DataTech Solutions,Influencer,Men 18-24,30 days,YouTube,0.08,11039.0,4.36,Miami,Spanish,222,3164,3,Outdoor Adventurers,2021-03-16,0.07016434892541087
49042,NexGen Systems,Search,Women 25-34,30 days,Google Ads,0.1,9620.0,7.18,Houston,German,935,9391,3,Fashionistas,2021-05-12,0.09956341177723352
38243,DataTech Solutions,Display,Women 35-44,45 days,YouTube,0.13,5607.0,4.95,Chicago,Mandarin,221,7103,9,Health & Wellness,2021-10-10,0.03111361396592989
95683,DataTech Solutions,Display,Women 25-34,30 days,YouTube,0.06,18360.0,6.07,Los Angeles,Mandarin,180,6681,7,Foodies,2021-02-22,0.02694207453973956
35073,Innovate Industries,Social Media,Men 25-34,15 days,YouTube,0.11,7048.0,7.62,Miami,French,627,1098,5,Tech Enthusiasts,2021-02-02,0.5710382513661202
48876,NexGen Systems,Social Media,Women 25-34,15 days,Instagram,0.1,18398.0,4.8,Chicago,German,369,6196,6,Health & Wellness,2021-11-27,0.05955455132343447
119193,Innovate Industries,Search,Men 25-34,45 days,Facebook,0.12,6380.0,6.3,Houston,Mandarin,801,5224,9,Health & Wellness,2021-07-22,0.15333078101071976
36890,TechCorp,Search,Women 25-34,15 days,Email,0.09,7261.0,4.43,Miami,English,730,4506,3,Health & Wellness,2021-01-25,0.16200621393697293
148927,NexGen Systems,Influencer,Women 25-34,30 days,YouTube,0.15,15185.0,2.19,Miami,English,275,6263,8,Foodies,2021-01-07,0.04390866996646974
124952,Innovate Industries,Influencer,Women 35-44,45 days,Website,0.14,18752.0,6.84,New York,German,492,2058,7,Health & Wellness,2021-05-02,0.239067055393586
106002,NexGen Systems,Display,Men 25-34,60 days,Facebook,0.04,16026.0,5.34,New York,Spanish,419,6954,7,Outdoor Adventurers,2021-06-01,0.06025309174575784
31079,TechCorp,Email,Women 35-44,45 days,Website,0.02,15957.0,7.17,Los Angeles,English,908,1063,8,Fashionistas,2021-02-23,0.8541862652869238
3631,DataTech Solutions,Search,Women 25-34,30 days,YouTube,0.11,15776.0,3.59,New York,Mandarin,152,6015,9,Fashionistas,2021-12-12,0.025270157938487116
102672,NexGen Systems,Email,Women 25-34,60 days,Email,0.01,6377.0,4.52,Chicago,French,154,2687,3,Foodies,2021-04-17,0.05731298846296985
188451,NexGen Systems,Influencer,Women 35-44,30 days,Google Ads,0.12,15497.0,3.17,New York,Spanish,792,7081,2,Tech Enthusiasts,2021-04-21,0.11184860895353764
151550,Alpha Innovations,Influencer,All Ages,30 days,Website,0.06,14454.0,5.12,Houston,German,382,6279,3,Fashionistas,2021-03-16,0.060837713011626056
128459,NexGen Systems,Email,Women 25-34,60 days,Facebook,0.11,18015.0,5.53,Los Angeles,French,190,4348,7,Foodies,2021-12-10,0.043698252069917204
153119,TechCorp,Social Media,Men 18-24,15 days,Email,0.05,11650.0,5.83,Miami,French,510,2443,2,Outdoor Adventurers,2021-07-03,0.20875972165370446
170813,TechCorp,Search,All Ages,45 days,Facebook,0.06,16124.0,4.12,Houston,Spanish,150,2314,9,Outdoor Adventurers,2021-12-24,0.06482281763180639
184307,Alpha Innovations,Search,Women 25-34,45 days,Website,0.14,9145.0,4.76,Los Angeles,Mandarin,522,8658,8,Foodies,2021-12-13,0.060291060291060294
48735,DataTech Solutions,Email,Women 35-44,15 days,YouTube,0.15,7445.0,6.97,Miami,Spanish,786,5595,4,Outdoor Adventurers,2021-07-09,0.14048257372654155
79182,Alpha Innovations,Search,Men 25-34,15 days,YouTube,0.15,9879.0,5.22,Miami,German,324,6664,6,Foodies,2021-12-08,0.048619447779111646
14656,Alpha Innovations,Search,Men 18-24,30 days,Google Ads,0.08,16705.0,2.29,Los Angeles,French,678,7420,6,Tech Enthusiasts,2021-02-25,0.09137466307277628
44669,Alpha Innovations,Display,All Ages,60 days,Instagram,0.07,16225.0,5.2,Miami,Mandarin,115,8657,9,Outdoor Adventurers,2021-05-19,0.013284047591544414
6371,Alpha Innovations,Influencer,Women 35-44,45 days,Google Ads,0.08,6461.0,2.72,New York,French,179,2397,2,Foodies,2021-06-15,0.07467667918231122
142627,DataTech Solutions,Email,Men 25-34,15 days,Instagram,0.07,10524.0,7.34,Chicago,Spanish,645,9642,10,Outdoor Adventurers,2021-10-04,0.06689483509645301
105713,TechCorp,Email,Women 35-44,15 days,YouTube,0.03,8261.0,4.62,Chicago,German,245,4854,5,Foodies,2021-08-16,0.05047383601153688
132773,TechCorp,Social Media,All Ages,15 days,Instagram,0.03,9471.0,5.03,Houston,Mandarin,658,3665,4,Foodies,2021-10-05,0.17953615279672577
173753,DataTech Solutions,Social Media,Women 25-34,30 days,Website,0.03,10981.0,4.58,Miami,Mandarin,390,6022,9,Outdoor Adventurers,2021-01-13,0.06476253736300233
128171,TechCorp,Search,Men 25-34,15 days,Website,0.07,10251.0,4.06,Los Angeles,French,520,2725,9,Outdoor Adventurers,2021-02-25,0.1908256880733945
194014,DataTech Solutions,Email,Women 25-34,60 days,Facebook,0.07,15757.0,7.49,Houston,French,920,8337,2,Fashionistas,2021-07-18,0.11035144536403982
109853,NexGen Systems,Display,Men 18-24,60 days,Website,0.08,12321.0,6.43,New York,English,786,3736,2,Foodies,2021-12-19,0.21038543897216275
10707,NexGen Systems,Display,Women 25-34,60 days,Instagram,0.04,6439.0,5.26,Chicago,Spanish,366,5025,4,Foodies,2021-05-02,0.07283582089552239
74329,NexGen Systems,Email,Women 25-34,60 days,Facebook,0.13,15653.0,4.33,Los Angeles,Mandarin,469,7292,5,Foodies,2021-08-22,0.06431705979155239
79959,NexGen Systems,Email,All Ages,30 days,Facebook,0.07,7264.0,3.57,New York,French,131,2039,6,Fashionistas,2021-01-24,0.06424717999019126
66939,Alpha Innovations,Display,Women 25-34,45 days,Instagram,0.15,8782.0,4.46,Houston,Spanish,537,9189,5,Fashionistas,2021-05-24,0.0584394384590271
5981,DataTech Solutions,Display,Women 35-44,60 days,Google Ads,0.15,12273.0,5.07,Houston,German,448,3323,6,Foodies,2021-05-21,0.13481793560036112
28742,DataTech Solutions,Display,All Ages,15 days,Google Ads,0.01,16164.0,3.21,Houston,French,285,6527,5,Health & Wellness,2021-09-29,0.043664777079822276
198810,Alpha Innovations,Influencer,Men 18-24,30 days,Website,0.12,7595.0,7.9,Chicago,German,605,2594,10,Tech Enthusiasts,2021-09-07,0.23323053199691596
110731,DataTech Solutions,Influencer,All Ages,60 days,Facebook,0.02,6685.0,4.25,Miami,German,566,6752,4,Tech Enthusiasts,2021-05-16,0.08382701421800948
92626,DataTech Solutions,Search,All Ages,15 days,Website,0.13,11431.0,4.72,Miami,French,747,3341,9,Tech Enthusiasts,2021-10-08,0.22358575276863216
132074,Innovate Industries,Social Media,Women 25-34,30 days,Google Ads,0.11,11968.0,7.92,Los Angeles,Spanish,557,4657,1,Foodies,2021-11-05,0.1196048958557011
2719,TechCorp,Influencer,Women 25-34,60 days,Website,0.01,16703.0,7.82,Houston,Mandarin,233,6593,7,Health & Wellness,2021-06-13,0.03534051266494767
39032,Alpha Innovations,Search,All Ages,15 days,Website,0.11,19118.0,5.64,Los Angeles,French,457,7423,8,Foodies,2021-12-08,0.061565404822847905
133470,NexGen Systems,Email,Men 25-34,30 days,Email,0.14,12753.0,5.59,Chicago,Mandarin,462,5908,4,Fashionistas,2021-09-02,0.07819905213270142
185714,TechCorp,Influencer,Men 18-24,45 days,Website,0.06,16819.0,6.77,Houston,English,643,6681,8,Fashionistas,2021-10-21,0.09624307738362521
118736,Alpha Innovations,Search,Men 18-24,60 days,Email,0.03,18520.0,6.5,Houston,Spanish,349,7099,3,Foodies,2021-04-21,0.04916185378222285
183609,TechCorp,Display,Women 35-44,45 days,Facebook,0.13,6359.0,5.66,New York,Spanish,985,2272,6,Foodies,2021-01-14,0.4335387323943662
194829,Alpha Innovations,Display,Men 18-24,45 days,Facebook,0.06,18251.0,6.56,New York,Mandarin,573,2177,8,Health & Wellness,2021-10-11,0.2632062471290767
161719,Innovate Industries,Social Media,All Ages,15 days,Google Ads,0.14,11637.0,5.16,Los Angeles,Spanish,750,2604,10,Fashionistas,2021-01-24,0.2880184331797235
190221,NexGen Systems,Search,All Ages,60 days,Instagram,0.11,8481.0,3.2,Los Angeles,German,530,3990,8,Foodies,2021-02-25,0.13283208020050125
43446,TechCorp,Email,Men 25-34,15 days,Facebook,0.12,11689.0,4.97,New York,Spanish,838,7517,1,Fashionistas,2021-01-11,0.11148064387388586
136561,Innovate Industries,Influencer,Men 18-24,60 days,Instagram,0.08,11858.0,4.81,Miami,German,648,2081,1,Tech Enthusiasts,2021-02-20,0.31138875540605476
131687,TechCorp,Social Media,Women 35-44,45 days,Google Ads,0.1,19788.0,4.91,Chicago,English,252,8501,1,Foodies,2021-10-14,0.0296435713445477
118286,NexGen Systems,Search,Women 35-44,60 days,YouTube,0.07,10801.0,5.86,Miami,French,495,8325,5,Tech Enthusiasts,2021-01-26,0.05945945945945946
170271,Alpha Innovations,Influencer,Women 35-44,30 days,YouTube,0.05,17706.0,7.07,Miami,German,361,6382,4,Outdoor Adventurers,2021-06-30,0.05656534001880288
161348,Alpha Innovations,Email,Men 18-24,30 days,Email,0.05,18829.0,7.01,Los Angeles,Spanish,530,6231,5,Foodies,2021-01-18,0.08505857807735516
22462,TechCorp,Influencer,Men 18-24,15 days,Facebook,0.02,14181.0,3.31,Miami,French,400,7894,9,Tech Enthusiasts,2021-07-16,0.05067139599695972
158297,Innovate Industries,Search,Women 35-44,30 days,Google Ads,0.07,11129.0,5.32,Chicago,French,561,1623,3,Tech Enthusiasts,2021-09-09,0.3456561922365989
95499,NexGen Systems,Social Media,Men 25-34,45 days,Instagram,0.01,11000.0,2.8,Los Angeles,German,331,9849,10,Tech Enthusiasts,2021-08-22,0.03360747283988222
25372,Innovate Industries,Email,Women 35-44,60 days,Instagram,0.12,19267.0,5.4,Chicago,Spanish,444,6873,2,Health & Wellness,2021-07-06,0.06460061108686163
190214,NexGen Systems,Search,Men 25-34,15 days,Instagram,0.03,10950.0,5.08,Chicago,Mandarin,633,8155,6,Fashionistas,2021-02-18,0.07762109135499694
9970,Alpha Innovations,Search,Men 18-24,60 days,Instagram,0.03,16802.0,4.57,Houston,German,265,3445,1,Tech Enthusiasts,2021-04-25,0.07692307692307693
34103,DataTech Solutions,Social Media,Men 18-24,30 days,Website,0.04,16919.0,7.59,Miami,English,627,5872,2,Foodies,2021-06-07,0.10677792915531335
39804,TechCorp,Email,Women 35-44,15 days,Website,0.05,17065.0,2.33,Houston,French,303,5591,2,Fashionistas,2021-01-19,0.05419424074405294
100234,TechCorp,Display,Women 35-44,60 days,Google Ads,0.09,9499.0,2.82,New York,English,734,1431,5,Outdoor Adventurers,2021-08-12,0.5129280223619846
38633,NexGen Systems,Email,Women 25-34,30 days,Google Ads,0.02,17899.0,7.58,Houston,Spanish,115,8744,10,Fashionistas,2021-11-04,0.013151875571820676
46497,Alpha Innovations,Display,Women 35-44,15 days,Email,0.04,15688.0,6.84,Los Angeles,Spanish,412,7850,9,Foodies,2021-05-22,0.052484076433121016
110246,Alpha Innovations,Email,Women 25-34,45 days,Instagram,0.05,10092.0,3.34,Houston,Mandarin,687,2952,3,Foodies,2021-01-16,0.23272357723577236
83702,NexGen Systems,Display,Women 35-44,30 days,Facebook,0.12,17703.0,5.8,Houston,Spanish,960,4479,2,Tech Enthusiasts,2021-04-27,0.2143335565974548
126887,Innovate Industries,Search,Women 35-44,15 days,Google Ads,0.11,5704.0,7.72,Houston,English,147,3176,10,Foodies,2021-08-20,0.04628463476070529
48347,Alpha Innovations,Display,Men 25-34,45 days,Website,0.06,9426.0,3.53,Chicago,Spanish,261,9854,3,Tech Enthusiasts,2021-06-16,0.02648670590623097
111967,NexGen Systems,Display,All Ages,30 days,Website,0.03,16699.0,4.42,Miami,French,940,7235,10,Outdoor Adventurers,2021-10-04,0.1299239806496199
32157,Alpha Innovations,Influencer,Men 18-24,15 days,Google Ads,0.13,9462.0,3.95,Los Angeles,English,112,2315,6,Foodies,2021-02-06,0.04838012958963283
87307,TechCorp,Influencer,Women 35-44,15 days,Instagram,0.05,11346.0,4.8,Houston,Spanish,994,1071,10,Outdoor Adventurers,2021-03-13,0.9281045751633987
153647,NexGen Systems,Display,Women 35-44,15 days,Instagram,0.15,11111.0,2.72,Houston,Mandarin,656,1463,2,Fashionistas,2021-12-13,0.4483937115516063
104099,Innovate Industries,Display,Men 25-34,30 days,YouTube,0.12,7226.0,3.81,New York,German,265,3613,3,Outdoor Adventurers,2021-03-15,0.07334624965402713
32267,TechCorp,Search,Men 18-24,45 days,Google Ads,0.11,18408.0,4.68,Los Angeles,French,629,3102,10,Tech Enthusiasts,2021-05-27,0.20277240490006448
103873,Alpha Innovations,Display,Men 25-34,30 days,Website,0.01,6792.0,4.17,Houston,German,374,5550,10,Health & Wellness,2021-08-01,0.06738738738738739
25112,NexGen Systems,Influencer,Women 25-34,30 days,Website,0.04,10575.0,5.23,Los Angeles,English,291,6743,2,Outdoor Adventurers,2021-10-19,0.04315586534183598
99481,NexGen Systems,Search,Men 18-24,15 days,YouTube,0.02,12599.0,4.25,Chicago,Spanish,753,7442,1,Health & Wellness,2021-07-20,0.10118247782854072
136111,Alpha Innovations,Display,Women 35-44,45 days,YouTube,0.04,17905.0,3.45,Chicago,French,609,7022,1,Fashionistas,2021-11-27,0.08672742808316719
68601,NexGen Systems,Email,Men 25-34,15 days,Website,0.14,10269.0,4.82,Chicago,Spanish,718,6997,3,Tech Enthusiasts,2021-12-12,0.10261540660282978
165327,TechCorp,Search,All Ages,30 days,Instagram,0.05,16941.0,5.91,Chicago,Mandarin,877,3093,5,Tech Enthusiasts,2021-12-13,0.2835434852893631
179687,Alpha Innovations,Display,Men 25-34,15 days,Instagram,0.1,11117.0,4.23,New York,Mandarin,461,8058,7,Health & Wellness,2021-04-17,0.0572102258624969
76418,Alpha Innovations,Social Media,Women 35-44,60 days,YouTube,0.08,14001.0,3.29,Los Angeles,French,753,6554,7,Outdoor Adventurers,2021-05-13,0.11489166920964297
149562,TechCorp,Display,Men 18-24,15 days,Email,0.12,5224.0,5.94,Miami,Mandarin,748,3637,7,Health & Wellness,2021-10-04,0.20566400879846028
31750,NexGen Systems,Social Media,All Ages,30 days,Instagram,0.12,5727.0,5.97,Houston,German,287,8483,4,Health & Wellness,2021-12-26,0.033832370623600144
91224,Innovate Industries,Search,Women 35-44,30 days,Email,0.1,10740.0,6.95,New York,German,692,4285,7,Outdoor Adventurers,2021-12-05,0.1614935822637106
22374,Alpha Innovations,Email,Women 35-44,45 days,Instagram,0.03,7171.0,2.95,Miami,French,716,5751,5,Outdoor Adventurers,2021-04-19,0.1245000869414015
109748,DataTech Solutions,Display,Men 25-34,60 days,Instagram,0.03,14229.0,7.27,Chicago,English,174,4029,6,Tech Enthusiasts,2021-09-05,0.04318689501116903
176671,TechCorp,Display,Men 18-24,60 days,Instagram,0.09,6599.0,3.35,Miami,German,408,5235,9,Foodies,2021-01-11,0.07793696275071633
1473,Innovate Industries,Social Media,Women 25-34,60 days,Email,0.01,7215.0,7.32,Miami,English,616,9826,1,Tech Enthusiasts,2021-01-13,0.06269082027274578
191727,TechCorp,Email,Women 25-34,45 days,Email,0.04,16592.0,5.08,New York,French,948,5676,7,Fashionistas,2021-04-12,0.16701902748414377
63823,Innovate Industries,Display,Men 18-24,30 days,YouTube,0.01,12143.0,4.36,Chicago,Spanish,171,8586,7,Outdoor Adventurers,2021-11-09,0.019916142557651992
68398,Innovate Industries,Search,Men 25-34,15 days,Google Ads,0.11,14456.0,6.0,New York,German,961,6990,9,Fashionistas,2021-05-23,0.1374821173104435
167875,TechCorp,Display,Men 25-34,60 days,Google Ads,0.12,14480.0,4.64,Chicago,French,594,1929,9,Fashionistas,2021-12-06,0.30793157076205285
110681,TechCorp,Email,Women 25-34,30 days,Facebook,0.1,6852.0,2.69,Miami,English,233,8331,6,Health & Wellness,2021-03-27,0.02796783099267795
98432,Innovate Industries,Display,Men 18-24,30 days,Instagram,0.1,15395.0,5.12,New York,French,535,5637,3,Tech Enthusiasts,2021-09-04,0.09490863934717048
30606,DataTech Solutions,Email,Women 25-34,60 days,Instagram,0.02,9728.0,5.33,Chicago,English,756,8209,5,Foodies,2021-11-07,0.09209404312340115
36416,Innovate Industries,Email,Women 35-44,15 days,YouTube,0.07,18882.0,3.2,Houston,French,417,4881,3,Health & Wellness,2021-10-08,0.08543331284572833
187468,Innovate Industries,Influencer,All Ages,45 days,Email,0.01,18476.0,7.12,Houston,Spanish,385,2382,10,Outdoor Adventurers,2021-08-11,0.1616288832913518
144636,DataTech Solutions,Email,Men 18-24,15 days,Google Ads,0.09,19608.0,7.26,New York,Spanish,853,4475,8,Fashionistas,2021-04-06,0.19061452513966481
8969,Innovate Industries,Influencer,Women 25-34,60 days,Email,0.04,19506.0,6.52,Los Angeles,Spanish,618,4544,4,Fashionistas,2021-07-28,0.13600352112676056
109192,Alpha Innovations,Search,Women 25-34,30 days,YouTube,0.14,7535.0,7.48,Chicago,Spanish,887,8797,3,Tech Enthusiasts,2021-02-26,0.10082982835057407
118048,DataTech Solutions,Display,Men 25-34,60 days,Email,0.11,13577.0,7.26,New York,German,588,7827,6,Foodies,2021-06-02,0.07512456880030663
37189,Alpha Innovations,Email,All Ages,30 days,Google Ads,0.04,12983.0,6.53,Miami,French,461,8621,5,Fashionistas,2021-11-20,0.053474074933302404
164284,DataTech Solutions,Display,Women 25-34,15 days,Email,0.02,10490.0,3.78,Houston,English,837,6814,9,Health & Wellness,2021-02-03,0.12283533900792486
134716,TechCorp,Search,Men 18-24,60 days,Email,0.12,6701.0,3.06,New York,Spanish,510,5181,5,Tech Enthusiasts,2021-01-31,0.09843659525188188
91665,DataTech Solutions,Display,Men 18-24,60 days,Google Ads,0.03,5405.0,3.58,Los Angeles,Mandarin,486,9753,1,Fashionistas,2021-02-19,0.04983082128575823
45248,NexGen Systems,Email,Men 18-24,15 days,Email,0.11,17515.0,6.67,Houston,German,125,8950,2,Outdoor Adventurers,2021-12-19,0.013966480446927373
117909,Alpha Innovations,Display,Men 25-34,30 days,Website,0.07,12163.0,4.45,Miami,French,742,7287,3,Health & Wellness,2021-01-14,0.10182516810758886
141658,Alpha Innovations,Display,Women 35-44,30 days,Website,0.02,10656.0,6.27,Houston,French,708,4675,5,Foodies,2021-02-07,0.1514438502673797
178541,NexGen Systems,Email,All Ages,60 days,YouTube,0.09,9559.0,4.47,Chicago,Mandarin,119,5316,10,Foodies,2021-02-25,0.02238525206922498
142631,NexGen Systems,Search,Women 25-34,15 days,Website,0.01,8726.0,7.22,Los Angeles,Mandarin,537,6805,10,Outdoor Adventurers,2021-10-08,0.07891256429096252
177566,TechCorp,Display,Men 18-24,15 days,Facebook,0.1,17699.0,6.47,Los Angeles,English,852,4983,6,Tech Enthusiasts,2021-06-25,0.17098133654425046
16299,DataTech Solutions,Influencer,Women 25-34,15 days,Website,0.03,6790.0,7.58,Houston,English,334,2898,8,Foodies,2021-08-27,0.11525189786059352
89124,Innovate Industries,Display,Women 25-34,45 days,Email,0.02,16821.0,7.38,Los Angeles,German,606,5868,5,Health & Wellness,2021-03-05,0.1032719836400818
30963,TechCorp,Search,Men 25-34,60 days,Website,0.02,11660.0,5.47,Chicago,French,444,3378,3,Tech Enthusiasts,2021-10-30,0.13143872113676733
176351,Alpha Innovations,Social Media,Women 25-34,60 days,Google Ads,0.06,12747.0,5.13,Chicago,Mandarin,611,3116,6,Outdoor Adventurers,2021-02-25,0.1960847240051348
60029,DataTech Solutions,Display,Men 18-24,60 days,Email,0.02,15394.0,4.81,New York,Mandarin,583,7563,3,Health & Wellness,2021-06-18,0.07708581250826392
141109,NexGen Systems,Social Media,Women 35-44,45 days,YouTube,0.11,15969.0,6.12,Houston,Spanish,919,5375,8,Health & Wellness,2021-08-07,0.17097674418604653
187275,Alpha Innovations,Influencer,All Ages,45 days,Google Ads,0.02,17133.0,7.74,Houston,French,644,3522,8,Foodies,2021-01-30,0.18285065303804657
172681,TechCorp,Influencer,Women 35-44,15 days,Instagram,0.05,10853.0,6.73,Los Angeles,German,144,2110,5,Outdoor Adventurers,2021-02-05,0.06824644549763033
190536,Alpha Innovations,Influencer,Men 25-34,45 days,Google Ads,0.08,15275.0,2.03,Miami,Spanish,555,1161,10,Health & Wellness,2021-01-06,0.4780361757105943
71846,Innovate Industries,Influencer,Men 18-24,60 days,Google Ads,0.02,16958.0,5.94,Los Angeles,Mandarin,988,4164,2,Foodies,2021-11-02,0.2372718539865514
123878,TechCorp,Influencer,Women 35-44,30 days,Instagram,0.09,12702.0,3.48,Los Angeles,German,147,9417,1,Tech Enthusiasts,2021-05-23,0.015610066900286716
164905,Innovate Industries,Display,Women 25-34,60 days,Instagram,0.01,17321.0,5.17,Chicago,Spanish,803,4811,7,Outdoor Adventurers,2021-10-17,0.1669091664934525
68401,DataTech Solutions,Search,All Ages,45 days,Google Ads,0.13,6708.0,3.03,Miami,Mandarin,697,2810,2,Tech Enthusiasts,2021-05-26,0.24804270462633451
161233,Alpha Innovations,Search,Men 25-34,30 days,YouTube,0.13,6838.0,4.56,New York,Mandarin,697,1304,7,Outdoor Adventurers,2021-09-25,0.5345092024539877
149492,Innovate Industries,Social Media,Women 35-44,45 days,Email,0.08,14888.0,3.57,Miami,French,230,8581,1,Health & Wellness,2021-07-26,0.02680340286679874
173146,Innovate Industries,Email,Women 25-34,30 days,Google Ads,0.02,5873.0,7.48,Houston,English,237,7025,7,Tech Enthusiasts,2021-05-16,0.03373665480427046
60500,NexGen Systems,Search,Women 35-44,60 days,Website,0.1,6292.0,6.55,Houston,Spanish,457,5886,2,Fashionistas,2021-10-02,0.07764186204553176
147593,Alpha Innovations,Email,All Ages,15 days,Facebook,0.07,8612.0,6.59,New York,French,857,7736,1,Fashionistas,2021-05-13,0.1107807652533609
96016,DataTech Solutions,Display,Women 25-34,45 days,Website,0.09,19448.0,6.93,Miami,Mandarin,160,8888,8,Outdoor Adventurers,2021-01-21,0.018001800180018002
165401,DataTech Solutions,Email,Men 25-34,45 days,Email,0.12,7226.0,7.51,Los Angeles,Mandarin,357,5059,10,Tech Enthusiasts,2021-02-25,0.07056730579165843
21238,Alpha Innovations,Email,Women 25-34,60 days,Website,0.04,8380.0,5.95,Houston,English,571,3698,6,Health & Wellness,2021-03-09,0.15440778799351002
152468,Alpha Innovations,Display,All Ages,60 days,Website,0.14,9897.0,7.33,Houston,English,746,9865,6,Fashionistas,2021-09-20,0.07562088190572731
89906,Alpha Innovations,Display,Women 25-34,45 days,Instagram,0.01,11224.0,7.11,Houston,Spanish,391,1715,10,Foodies,2021-04-26,0.22798833819241981
66473,DataTech Solutions,Email,Women 25-34,15 days,Google Ads,0.14,9343.0,5.6,Houston,Mandarin,745,3413,8,Health & Wellness,2021-02-12,0.21828303545268093
185203,Alpha Innovations,Email,All Ages,45 days,Website,0.09,10013.0,2.06,Los Angeles,English,226,6443,10,Health & Wellness,2021-05-28,0.035076827564799004
16963,NexGen Systems,Display,Women 25-34,30 days,Google Ads,0.1,18607.0,5.3,Miami,German,656,3909,4,Fashionistas,2021-06-22,0.16781785622921463
155263,Alpha Innovations,Search,Women 35-44,30 days,YouTube,0.12,19435.0,4.34,Miami,German,966,5338,1,Health & Wellness,2021-05-18,0.1809666541775946
27481,TechCorp,Social Media,Women 25-34,60 days,YouTube,0.13,13160.0,4.07,Los Angeles,French,726,5899,2,Fashionistas,2021-04-16,0.12307170706899474
16627,NexGen Systems,Display,Men 18-24,60 days,Google Ads,0.04,14370.0,6.41,Houston,French,111,8368,10,Tech Enthusiasts,2021-07-21,0.013264818355640536
86962,Innovate Industries,Search,All Ages,30 days,Google Ads,0.08,9767.0,6.54,Miami,Spanish,631,2031,4,Tech Enthusiasts,2021-04-02,0.31068439192516
151006,DataTech Solutions,Search,Women 25-34,45 days,YouTube,0.14,11597.0,6.99,Houston,Mandarin,851,6090,4,Tech Enthusiasts,2021-09-18,0.13973727422003285
67954,NexGen Systems,Search,Women 35-44,45 days,YouTube,0.13,9743.0,6.79,Miami,English,628,9079,2,Outdoor Adventurers,2021-03-05,0.06917061350368983
179102,DataTech Solutions,Email,Men 18-24,15 days,Instagram,0.03,13246.0,4.33,Houston,English,605,2624,5,Tech Enthusiasts,2021-09-09,0.2305640243902439
94751,DataTech Solutions,Influencer,Women 35-44,30 days,Google Ads,0.14,18164.0,3.17,Los Angeles,German,391,8584,5,Foodies,2021-08-04,0.04554986020503262
22515,Alpha Innovations,Search,All Ages,15 days,Website,0.1,13253.0,3.81,Los Angeles,Mandarin,849,5177,7,Fashionistas,2021-09-07,0.16399459146223683
98678,DataTech Solutions,Display,Men 18-24,15 days,Facebook,0.02,17162.0,2.31,Los Angeles,Mandarin,668,2544,7,Outdoor Adventurers,2021-05-08,0.26257861635220126
167010,Innovate Industries,Search,Men 18-24,15 days,Facebook,0.1,15286.0,4.84,Houston,English,753,2076,10,Tech Enthusiasts,2021-07-24,0.3627167630057804
42821,DataTech Solutions,Influencer,Women 25-34,45 days,Website,0.11,7208.0,2.53,Los Angeles,Spanish,676,8735,1,Outdoor Adventurers,2021-04-26,0.077389811104751
129645,Innovate Industries,Social Media,Men 18-24,30 days,Google Ads,0.11,16320.0,2.93,New York,French,776,9889,7,Fashionistas,2021-03-11,0.07847102841541106
31039,Innovate Industries,Social Media,Women 25-34,60 days,Facebook,0.07,8881.0,3.0,Los Angeles,English,536,4442,5,Tech Enthusiasts,2021-01-14,0.12066636650157586
75236,TechCorp,Social Media,Men 18-24,60 days,Website,0.05,11429.0,3.15,New York,German,849,5354,6,Outdoor Adventurers,2021-02-15,0.15857302951064625
23948,Innovate Industries,Influencer,Men 25-34,30 days,YouTube,0.04,16066.0,6.98,New York,Spanish,417,9691,8,Fashionistas,2021-08-11,0.043029615106800125
40751,Alpha Innovations,Influencer,Men 18-24,60 days,Facebook,0.06,12200.0,6.69,Los Angeles,English,156,5067,10,Fashionistas,2021-08-24,0.03078744819419775
43371,Innovate Industries,Influencer,Women 25-34,60 days,Facebook,0.08,10201.0,2.09,Chicago,Mandarin,519,7624,7,Health & Wellness,2021-10-28,0.06807450157397692
10107,Alpha Innovations,Email,All Ages,45 days,Website,0.03,18534.0,7.01,New York,English,867,9582,8,Fashionistas,2021-09-09,0.09048215403882279
